16.2593467126 -1.56530658497
16.2106127593 -1.56341440727
16.1621310773 -1.55736967223
16.1140980395 -1.54750197174
16.0661163014 -1.53727559683
16.0179848338 -1.52806637354
15.9697380865 -1.51972779435
15.9214024632 -1.51212797767
15.8730466909 -1.50470525081
15.8247534988 -1.49674535819
15.7765559397 -1.48802220956
15.7284014075 -1.47897651106
15.6802305149 -1.47005173701
15.6320312445 -1.46134016986
15.5838160889 -1.45275029972
15.5355920987 -1.44422895501
15.4873524051 -1.43583089993
15.4390883988 -1.42762744794
15.3907955582 -1.4196609759
15.342472587 -1.41195006787
15.2941180371 -1.40451664818
15.2457293323 -1.3973957694
15.1973040738 -1.39062560919
15.1488413653 -1.38423492727
15.1003415696 -1.378244007
15.051804932 -1.37267901467
15.0032307736 -1.36758475972
14.9546191099 -1.36300962614
14.9059718496 -1.35898900586
14.8572922397 -1.35554947678
14.8085841152 -1.35272000684
14.7598519443 -1.35053413646
14.7111011009 -1.34902786509
14.6623379534 -1.34824548002
14.6135702874 -1.34823388136
14.5648072246 -1.34901917564
14.5160583779 -1.35060771258
14.4673334071 -1.35300072023
14.4186415845 -1.35618995783
14.3699925105 -1.36017664631
14.3213998356 -1.36501706479
14.2728810048 -1.3707863745
14.2244579261 -1.37757175452
14.176157774 -1.38547000831
14.1280205681 -1.39463297844
14.0801064826 -1.40528146741
14.032527983 -1.41782143971
13.9854894045 -1.43290075307
13.9394162118 -1.45156838937
13.896036644 -1.47759879206
13.8860245813 -1.52657142907
13.927566517 -1.55464066378
13.9741660071 -1.57135393911
14.0217731729 -1.58374823868
14.0697202359 -1.59418526038
14.1179054263 -1.60299529328
14.1662344832 -1.6106479012
14.21466504 -1.61736215244
14.263170482 -1.62328690417
14.3117378611 -1.62846703435
14.3603559491 -1.63294581096
14.4090131694 -1.63679676261
14.4577001851 -1.64008963526
14.5064122757 -1.642824514
14.5551457526 -1.64497140373
14.6038959386 -1.64650972455
14.6526574718 -1.64742774442
14.7014246008 -1.64773822627
14.7501920825 -1.64750321987
14.7989560682 -1.64677755811
14.8477127191 -1.64554953603
14.8964576193 -1.64379325198
14.945190511 -1.64162292138
14.9939173973 -1.63927286242
15.0426370364 -1.6367280062
15.0913196248 -1.63335996833
15.1399198536 -1.62863186607
15.1884929431 -1.62352399024
15.2371420256 -1.61955154135
15.2858411852 -1.6165147185
15.334538513 -1.61343873364
15.3831903944 -1.60950264466
15.4317977388 -1.60486380109
15.4803949291 -1.60007935736
15.529004886 -1.59547695952
15.5776242603 -1.59101334229
15.6262483398 -1.5866207532
15.6748776687 -1.5823089436
15.7235151054 -1.57812498296
15.7721643356 -1.5741345493
15.8208310475 -1.57044993189
15.8695195085 -1.56718548064
15.9182261857 -1.56431776438
15.9669430547 -1.56169784992
16.0156682549 -1.55930356461
16.0644178476 -1.55777774456
16.1131799367 -1.55822121039
16.161888648 -1.5610136748
16.2105965574 -1.56383845964
16.2593467126 -1.56530658497
